,index,Full_name,class
2095,4036,صلواا ذودتومعيتص,F
2096,1446,مقرن ساري عوض,T
2097,1071,نبيل عبدالرشيد اشجع,T
2098,4407,نضأج فافت جؤثآل,F
2099,2165,احمد سمعان قداح,T
2100,5865,انغامجعغبقن حطنم,F
2101,4599,صضقط دليطحنعأة,F
2102,5782,عزةبشثودب شدايش,F
2103,4249,سهاث مخلف اهمج,F
2104,1937,بشاره نسيم مطلب,T
2105,3617,عنحد آاهأ ميصضدش,F
2106,2823,عوض مهاب مساعد,T
2107,4433,المسار عنئغشضيثهص,F
2108,898,غلام مرشدي ناشد,T
2109,5705,دذنيس سليم ضبراهيمم,F
2110,1268,عبدالملك حسين عبدالباقي,T
2111,5745,عاؤطآ سمغور غميضضلدخف,F
2112,4635,اةثبآمعأ عبإذ,F
2113,1685,مبخوت نصره اريب,T
2114,5802,عايض خليلعءبدقئبظسط,F
2115,1445,تركي عجاج راجح,T
2116,4933,صاذح بيثي فيوم,F
2117,3270,ولهانك بهيج منعم,F
2118,3150,اشعان عراب رجيح,F
2119,4712,منذزمذعاع ءإبن,F
2120,3698,كلثب ءلهق ثفيدف,F
2121,1026,مكين عبدالفتاح دعيج,T
2122,444,عبدالرب حسني باسط,T
2123,1182,زغلول ضيف مغوار,T
2124,425,افتخار فضيل عائد,T
2125,2286,حفص رئيف شهاب,T
2126,4565,ليضنرموأب عاثعآ,F
2127,2965,ذبيانه عمرو زيدون,T
2128,4647,مرحءرضي عبدالبصير,F
2129,4013,شبل عرير ايهب,F
2130,4901,هإآرءظلر ؤدإد,F
2131,4265,ميتخيسهابرآبيفئ,F
2132,2935,لماح خليوي مكتوم,T
2133,5516,اأغكتقدعج ئآن,F
2134,3543,نوئا عبتضلحح فواإ,F
2135,238,غازي زياد مزهر,T
2136,655,معد رزين قعقاع,T
2137,5266,رفسآلذهيذمككزمو,F
2138,2080,سعدون سيار ساجر,T
2139,3553,رجيحه مقرنضهاني,F
2140,5510,نظفءبرضرم منصهص,F
2141,1236,سعيده معروف حيدر,T
2142,4542,اسدظغبداللليز الةرثء,F
2143,730,رمضان مرشد نادر,T
2144,3068,جيهاغ خطاب قافب,F
2145,4370,ررسفعوساو زنظفج,F
2146,1915,راحيل ضاهر منيب,T
2147,1190,ضرار معمر مبارك,T
2148,4216,همام ابراهيمنصديق,F
2149,2041,مخلصه حواس دعيج,T
2150,1315,صافي شهم عباس,T
2151,1735,ايوب عبدالكريم قعقاع,T
2152,5553,ذةاب قطبفعبفه,F
2153,2108,تودد مسعود غزوان,T
2154,1788,هدي يحيي مشعل,T
2155,1352,غاده مرداس ناصح,T
2156,2466,ناشئه فيض فرحات,T
2157,2621,مجيد عبدي عتابه,T
2158,3163,شءقصه ظءهءعفاتحؤ,F
2159,4456,رفغقيقائذ احمج,F
2160,2826,يمن اصيل كنعان,T
2161,5870,عبدطصرخكههرققه عمصءف,F
2162,3642,ريمهمغوعؤفرناع,F
2163,4898,سيلين عميح نطاس,F
2164,3852,طهثطاوإةبمحرسنخ,F
2165,4671,صفسه مبرور منذر,F
2166,1817,بانه معتوق قطب,T
2167,2837,ممدوح عريب شفيق,T
2168,2273,نايف سلطان فهيد,T
2169,1841,كعب فارس نصرت,T
2170,3860,انأجام بادي حمعان,F
2171,456,ناظم صمد عيد,T
2172,5961,فأسج شلتف ناهحع,F
2173,3133,سعيدي محرمءقطبآ,F
2174,4728,هوهتئ حطاق ضمبؤ,F
2175,675,عقيل ظافر ربحي,T
2176,1211,صفا ركان كاسب,T
2177,715,سندس ياسر سعد,T
2178,4006,اهتزض ششقرشضرارغ,F
2179,3943,اأسآر غطزعإنوآغ,F
2180,5206,سامرزسيف عبداثمأان,F
2181,58,اسماء نجم جعفر,T
2182,3974,مشاعل جبرانونوار,F
2183,972,ساره عبدالرؤوف فطين,T
2184,167,ريوف ماجد ضاوي,T
2185,5927,جميلت لشرمط ارضب,F
2186,3764,ذبرح رغلب رسرت,F
2187,834,تميم مديد قطامي,T
2188,1022,كمال غسان كلاب,T
2189,926,عبدالباسط سلطان ذباح,T
2190,2596,لجينه عائض فريج,T
2191,3782,نديم لكيخصسروس,F
2192,1624,احسان دريد زهير,T
2193,1768,سهيله بشير رشوان,T
2194,5224,ظافرث بأضف مسعوس,F
2195,1970,شهلاء جمال حسام,T
2196,4181,اإصن عؤدت اكحة,F
2197,546,عبدالرشيد مصعب سبع,T
2198,4304,زهتكلظعرنفأجبدروئصثطر,F
2199,3965,عبلاهاإكم آهاءجصةوهنإ,F
2200,450,سيد هيثم مارسيل,T
2201,4691,مزاجصهاطأدئ مهأء,F
2202,2842,فؤاد مغيث معمر,T
2203,5109,ثثوب ادلانحزنبرق,F
2204,114,ضاري عبدالوهاب جليل,T
2205,410,عبدالباسط اسلام رامي,T
2206,1637,فضل بارع محمد,T
2207,5033,فسصثي خثلص تبةإيجآلن,F
2208,1266,نشات مرشد حكيم,T
2209,5944,نوفلظحيدقرففرحق,F
2210,1290,ناشد عبدالحق اعسر,T
2211,4850,حسنءغحائدضايسو,F
2212,5947,داغي رؤجش ااءثا,F
2213,2054,فاديه معين ناصر,T
2214,4831,رثصءماةتلءهكيءع,F
2215,2356,مهدي بكر محرم,T
2216,5973,لبنيرملبنعفآتجد,F
2217,3855,نديم إقاج ةفتان,F
2218,6,ذبيان طريف نضال,T
2219,2841,شادن اوس عجرم,T
2220,4675,رخان سويذاغشجر,F
2221,2120,لطيف بطاح هجرس,T
2222,990,سراج حكيم قسام,T
2223,5819,ضغغمكحفزطصحااره,F
2224,5352,صرجاد عنري ظعداةحئص,F
2225,695,مياده نصير لطيف,T
2226,1330,نسيم اشيم عازم,T
2227,1185,سارح معتصم مصلح,T
2228,2480,حزم فخري ظفير,T
2229,1677,فهد مصباح عطا,T
2230,5726,مجطو اتام عبدهلءمدو,F
2231,5355,غياآثئاسخ ضلفح,F
2232,1410,نضير شكور خلدون,T
2233,2788,كنعان كرم معاد,T
2234,184,معصوم عبدالرب اسحاق,T
2235,2313,ثوبه مطير سيار,T
2236,3685,مزاغةبذحبوبيمظععط,F
2237,2931,اشهب سمعون دحام,T
2238,4109,مبرور ذعات باسق,F
2239,5289,نظهيهضعرءتهرغيب,F
2240,1593,دانيه فهيم راجي,T
2241,4115,حسينصرادي كميت,F
2242,4437,عليحن كامل ناصح,F
2243,516,نورا نجدت رامز,T
2244,656,مديد اسمر رشيق,T
2245,1085,وليفه اشيم عبدالباسط,T
2246,2497,غضنفر عبدي سلمه,T
2247,3978,عادل ربطظ صدئئئ,F
2248,1893,محمود وليد اميه,T
2249,2225,جبله علاء عدنان,T
2250,4412,سؤدد غاتيكرجال,F
2251,90,عازم غافر صاعد,T
2252,1174,خازن صارم عبدالجليل,T
2253,759,فهيم مجيد ابراهيم,T
2254,1883,مخلصه خليل كرم,T
2255,117,اسلام هشام حسني,T
2256,3204,نمئهاندهلؤح ثصظج,F
2257,469,ادهم ساجي ضاري,T
2258,1208,سعاد حجر حمد,T
2259,4048,هضرسوفليو جآلششء,F
2260,932,سامر فليح راجح,T
2261,3607,كاتياكولاءجؤغين عمر,F
2262,1855,فنن ميثم جودت,T
2263,1267,ابتسام ايوب خليوي,T
2264,772,رحال شبل نزيه,T
2265,734,راما عقل ظفير,T
2266,3066,عخدرخه جمءإصصيرنف,F
2267,2811,جني تركي عتاب,T
2268,2350,زاكي اميه الحبيب,T
2269,5655,شوقمصلأرطميحرد,F
2270,438,كامل برهان اكمل,T
2271,5010,عصشر زاهر رمضانش,F
2272,3604,ندال قثامه مدثر,F
2273,5386,غاءب لوصضممناء,F
2274,2654,هدي عبدالشكور فهيم,T
2275,221,لولوه حيدر ناصح,T
2276,3009,ياؤاسحكاعي ءضتنآ,F
2277,3546,عشصالروءدزمصعبطؤبع,F
2278,4438,رمض غسومظ عافي,F
2279,1753,عطا عجرم رامي,T
2280,975,غضنفر اسلام صافي,T
2281,5736,سذئد غكينذإآفم,F
2282,1639,مدلج فائق عبدالحليم,T
2283,2363,عايض داني صباح,T
2284,998,ناصيف معلوف عوض,T
2285,1167,سامر شماخ اشجع,T
2286,5076,عاأف نعمت غضءدض,F
2287,3475,طريفق فاحر غرفظ,F
2288,5826,ياع جصيسخكنفاإط,F
2289,4753,عطنأججرمؤتامصق,F
2290,369,ثواب مناع نايف,T
2291,3874,بصرع عكفجه لراج,F
2292,2522,عبدالمجيد رؤوف اشرف,T
2293,2214,داوود عبدالحميد رافد,T
2294,158,كادي شعبان بشار,T
2295,243,ماهر ايوب غافر,T
2296,5958,بكظوعثدمصةصفآوي,F
2297,2024,وسن ناجي ناشد,T
2298,1556,عائده عيسي فاخر,T
2299,860,انسجام بادي جمعان,T
2300,1491,قطب فاخر شاكر,T
2301,1087,مثابه ادعج عليم,T
2302,468,ماهه مدحت ساهد,T
2303,864,رزان نصار مجاور,T
2304,1786,ناصحه هزاع قثم,T
2305,5193,نصظم كميك اشح,F
2306,5831,زياخجفالحشسلضةهي,F
2307,4646,غءذإ مفخوتجعدشلش,F
2308,4628,هءشرئ معجهف رةهثك,F
2309,1618,مجير فرج ربيح,T
2310,37,عبدالفتاح ربحي سعيد,T
2311,829,ريم ربيح مرحب,T
2312,2018,فرح نذير عبدالحكيم,T
2313,526,هنوف منيب عبدالملك,T
2314,3265,نظتيثباهر حظدرب,F
2315,3518,جمعاد نبعه ثسممعبل,F
2316,4791,عبدالبصير عبداغودود نظيرو,F
2317,72,خالص رائض عارف,T
2318,4141,نجةحذسجبفشاحئلب,F
2319,5430,ظبيه أديم عبداحصفد,F
2320,2413,مظفر عائذ دحام,T
2321,499,هشام ايهم مدحت,T
2322,4459,ابضؤديماأزيدطساضد,F
2323,4281,مجيب ززئلظحاءعآ,F
2324,18,توليب ناظم فارس,T
2325,1351,غيث فاروق باتل,T
2326,3856,جوارصرقضمرخبسم,F
2327,2944,نوفل حيدر فاروق,T
2328,1068,ايمان صارم فتحي,T
2329,2939,مهاب مدثر فرحان,T
2330,3562,حؤثيهإأكوأشخآين,F
2331,2620,ابرار عقال قطب,T
2332,5454,هاجرثقرب يحيي,F
2333,336,زيدان طلال شامخ,T
2334,4784,جغيخضهسحرإه غمم,F
2335,5682,زكيت عاضحغانوشة,F
2336,4766,اآلاح راغد فيض,F
2337,5975,عبدالأصومدسغلول سبوب,F
2338,2304,امام فهيم عبدالودود,T
2339,305,طامحه علوان رافي,T
2340,4725,بهدرؤقصي عءئبغ,F
2341,3463,فهيدناسماعيل بهيجؤ,F
2342,4673,رجأحه شبيب رطا,F
2343,5533,جسدر اخؤ فأطحظ,F
2344,1412,سؤدد غازي رجاء,T
2345,1426,منيع بسيم كاظم,T
2346,4294,اعيج صضلسظصبثقلماءم,F
2347,5431,وحيوشثمبي سبملئ,F
2348,4344,ففلعجخبلةحجاس,F
2349,3388,خلف اسبردءذآنجيغ,F
2350,1275,زاكي ضرار تيسير,T
2351,2760,حميد باتل صلاحالدين,T
2352,3598,اجيإ اخصدئعقوه,F
2353,467,ضرار حزام غزوان,T
2354,1320,رولا نبال مغوار,T
2355,3695,ميصدوخنصئر لبيع,F
2356,50,زينب سلمه ابان,T
2357,1259,رسمي عبدالمطلب شبل,T
2358,905,مصباح زيدان مرحب,T
2359,3108,نلده برال ئبلزبوظمد,F
2360,4173,هادي معغناءدهن غرتجي,F
2361,5288,سرينلعآددلحغمم غلاإج,F
2362,207,عديل مضر مرتجي,T
2363,451,شعبان شمسالدين رابح,T
2364,29,مامون صادح نهيان,T
2365,1282,رصينه خضر غوث,T
2366,861,رابعه امير عويس,T
2367,5952,معد شتكع نواف,F
2368,825,صمد سيار عمير,T
2369,4832,حنيذآشابةن اءوصا,F
2370,4062,عبلهكباسقثواام,F
2371,250,معن فاخر معد,T
2372,64,رافقه عبدالنور ليث,T
2373,5177,فأئاه ويذذتضانذإ,F
2374,1636,نصره نصير مبروك,T
2375,1283,سمر تقي فرج,T
2376,5529,زاخض زواؤيوصوالق,F
2377,4729,سدرمضمأ إغمذط,F
2378,3043,سأؤ خهطء وشزءن,F
2379,2668,مخلص قدري عقيل,T
2380,507,بارعه غنيم مالك,T
2381,463,فهيد اسماعيل بهيج,T
2382,2201,رحال نجم خويلد,T
2383,434,مبخوت مضر اجيد,T
2384,3152,انجقش ئغقخظلميت,F
2385,865,اميه فارض نوفل,T
2386,341,قطب ادعج ناصف,T
2387,4360,اححبيبضعكدقشتاديإسيغرص,F
2388,2977,ولاء سمير مرداس,T
2389,5037,ررؤمئعزيز حيدر,F
2390,1025,ثواب سامي حماد,T
2391,2687,جبران فريج عبدي,T
2392,3880,محبوبزعاحظ مرااشا,F
2393,5716,نصيك أبرث بنعمف,F
2394,571,نضال صمصام كريم,T
2395,3383,شةرءشاغفط محبتو,F
2396,4137,عئداسودودفعنشر صجيب,F
2397,2039,حسام ادم عقاب,T
2398,2337,عمران ميلاد ركين,T
2399,2887,اشجع مخلص حجاج,T
2400,5523,حيفهقباأح ستاإ,F
2401,996,لهيفه صباح غسان,T
2402,2520,راغبه فائق عبدالحي,T
2403,677,زبيده غريب نصير,T
2404,2721,عزب فتاح حسام,T
2405,3827,سينزعد المثئؤذراثد,F
2406,4027,حنمخغعبدثوبجقيهتضرو,F
2407,4911,قمي ؤرجضامات,F
2408,3008,وهب ابوبإر رابد,F
2409,1880,العنود زاهي قتاده,T
2410,5145,عسئشه قاهر محيين,F
2411,4681,قتاا هزهب سهيلب,F
2412,4800,سعضد خوغئ آظز,F
2413,3795,فثخزهجراحسآضصحب,F
2414,5933,زاؤةهبردثايسرر,F
2415,742,اجتهاد ظفير باسق,T
2416,1380,سارح رافق معن,T
2417,333,ريمه رشوان محرز,T
2418,2707,نعيم رفاعه رامي,T
2419,2532,جاسم صادر ايمن,T
2420,4872,عشفي عبداضبانخفميلاس,F
2421,4232,هدوك نلعغش نرتت,F
2422,866,منيب ثروت فرج,T
2423,5857,سجريج بارحضعنبرص,F
2424,5658,روعا ثوبخخعيطه,F
2425,4183,سامبه شفيع زين,F
2426,4153,ماهنه ردبشعمظنن,F
2427,3293,بصسط سلامتأريم,F
2428,1615,هانئه قابوس رغال,T
2429,5542,نصرتظمطددزوعثح,F
2430,4260,رقان وهآ عتابه,F
2431,394,صفيه عليم مثاب,T
2432,3321,كجقبغسةازموعهاإشننن,F
2433,5519,باؤطدعمسصيهثف مكتوم,F
2434,5291,فارل عرحاتإقداضه,F
2435,326,علياء فارع ساهد,T
2436,2446,اريج هاشم تامر,T
2437,953,يزيد العابدين صابر,T
2438,827,ساندرا المثني راغب,T
2439,4502,انشياح عبدالشكور عمران,F
2440,1799,سعاد عبدالواحد نشمي,T
2441,1791,عبدالبصير عبدالودود نظير,T
2442,4594,عتكسئشتؤحآمبهرآف,F
2443,4553,عصشم تقي سهيد,F
2444,1297,نعيم سامي مصطفي,T
2445,1987,هدير محمود غيث,T
2446,5102,قسيمصؤةقغثءيث,F
2447,2368,مدثر رضي نعمان,T
2448,4980,ضاويإشثخا حدافم,F
2449,3613,عصزتلطفرككلكة,F
2450,2347,فتوح جهاد مخلف,T
2451,1388,قنوت حواس عبدالغفور,T
2452,4110,ريعضنبدولظؤررميد,F
2453,3786,ضرام سفيان كارن,F
2454,3566,بكدة مبآءلجفيلشضيإخ,F
2455,3214,اسماعيه ناشد مشاري,F
2456,2040,افراح عبدالقادر نزار,T
2457,2817,قيس عماد مناف,T
2458,5643,محئون كصطفي مئيب,F
2459,5897,عقدآلغفورإخصف اعإدإ,F
2460,4368,معاعيه فداة قثم,F
2461,1747,ساجي جمعه اويس,T
2462,5200,اياستحجع ةصيف,F
2463,335,نهيان عبدالمجيد محسن,T
2464,3466,مزلصه طقعؤئنغمطؤ,F
2465,1900,عبدالودود صدام الخضر,T
2466,190,لينا ذياب صمد,T
2467,3820,مسعآشيببغر مشيمع,F
2468,1602,ثوبه ظافر مخلد,T
2469,1358,مجدي بكري سرور,T
2470,2072,نصر سداد مسفر,T
2471,2627,عبدالكريم باسل منتظر,T
2472,1847,مؤيد وفيق مضر,T
2473,2626,عماره نواف نضال,T
2474,141,ظبيه اشرف منتظر,T
2475,5962,سميح افمم غارآط,F
2476,4974,عغفه جكصبط ذيت,F
2477,1074,اكرم اجاويد مغوار,T
2478,1927,رفاعه هاشم اخطب,T
2479,149,مجدي راضي عباد,T
2480,2007,رمضان وارف نصره,T
2481,5885,غيط قسوح تيفاشآ,F
2482,886,هواري بكار زاخر,T
2483,2736,سعاد مكين رافع,T
2484,1033,سارا رفاعي هواري,T
2485,708,امال نشات اكمل,T
2486,887,سلامه عصام حافظ,T
2487,3884,ميراأ حمدان شوقي,F
2488,3479,مإانظصضؤم ككثما,F
2489,4763,محرز ثنيال عبدالملو,F
2490,5633,انيسز باسلذسعدون,F
2491,1936,لبيب ايسر فخر,T
2492,4105,نوره إحضر مجيب,F
2493,5170,فارعغتيم ضبحر,F
2494,982,غانم ظفير حنشل,T
2495,2614,عزه وسيم مجدي,T
2496,2633,انيسه باسل سعدون,T
2497,5762,هنادخبهثمخناصمان,F
2498,612,علوان عبيده جواد,T
2499,4697,صمصام مازن نهمتش,F
2500,2716,نصيف مغيث منعم,T
2501,5891,ايي ظنعغكادعج,F
2502,4835,نشوه فئحي عوف,F
2503,3161,اطوبفرظدوعولييس,F
2504,352,ربي متعب نظمي,T
2505,4233,نقرمذايلطاورمو,F
2506,2362,نجوانه حامد وارف,T
2507,1621,عصام ماهر ظاهر,T
2508,5568,ندهل جراح شمر,F
2509,5573,رلسم هبهثآظاهر رلآاطق,F
2510,4480,غافر ثائبئعءاء,F
2511,4942,باسل عطا داوش,F
2512,5670,زكيهلجظيق شملخء,F
2513,2844,ساجد ايمن هادي,T
